الجرد,الشفرة,العنوان,المؤلف,الناشر,السنة,ISBN,السعر,المصدر
17/175,PHF/506/3,Optique non linéaire,F. Hache,EDP Sciences,2016,978-2-7598-1840-2,"10,150.28",شراء
17/176,PHF/507/1,Automatique,Yves Granjon ,Dunod,2016,978-2-10-074170-0,"5,748.92",شراء
17/177,PHF/507/2,Automatique,Yves Granjon ,Dunod,2016,978-2-10-074170-0,"5,748.92",شراء
17/178,PHF/507/3,Automatique,Yves Granjon ,Dunod,2016,978-2-10-074170-0,"5,748.92",شراء
17/179,PHF/507/4,Automatique,Yves Granjon ,Dunod,2016,978-2-10-074170-0,"5,748.92",شراء
17/180,PHF/507/5,Automatique,Yves Granjon ,Dunod,2016,978-2-10-074170-0,"5,748.92",شراء
17/181,PHF/508/1,"Physique expérimentale - Optique, mécanique des fluides, ondes et thermodynamique","Michel Fruchart, Pierre Lidon",De Boeck,2016,978-2-8073-0285-3,"7,672.32",شراء
17/182,PHF/508/2,"Physique expérimentale - Optique, mécanique des fluides, ondes et thermodynamique","Michel Fruchart, Pierre Lidon",De Boeck,2016,978-2-8073-0285-3,"7,672.32",شراء
17/183,PHF/508/3,"Physique expérimentale - Optique, mécanique des fluides, ondes et thermodynamique","Michel Fruchart, Pierre Lidon",De Boeck,2016,978-2-8073-0285-3,"7,672.32",شراء
17/184,PHF/509/1,Les cellules photovoltaïques en silicium. Théorie et fabrication,Nicolas Richet,EDP Sciences,2016,978-2-7598-1827-3,"12,421.02",شراء
17/185,PHF/509/2,Les cellules photovoltaïques en silicium. Théorie et fabrication,Nicolas Richet,EDP Sciences,2016,978-2-7598-1827-3,"12,421.02",شراء
17/186,PHF/509/3,Les cellules photovoltaïques en silicium. Théorie et fabrication,Nicolas Richet,EDP Sciences,2016,978-2-7598-1827-3,"12,421.02",شراء
17/187,PHF/510/1,"Mécanique du solide, Cours, exercices et problèmes corrigés",Samir Khène,Presses internationales Polytechnique,2016,978-2-553-01703-2,"14,024.74",شراء
17/188,PHF/510/2,"Mécanique du solide, Cours, exercices et problèmes corrigés",Samir Khène,Presses internationales Polytechnique,2016,978-2-553-01703-2,"14,024.74",شراء
17/189,PHF/510/3,"Mécanique du solide, Cours, exercices et problèmes corrigés",Samir Khène,Presses internationales Polytechnique,2016,978-2-553-01703-2,"14,024.74",شراء
17/190,PHF/510/4,"Mécanique du solide, Cours, exercices et problèmes corrigés",Samir Khène,Presses internationales Polytechnique,2016,978-2-553-01703-2,"14,024.74",شراء
17/191,PHF/510/5,"Mécanique du solide, Cours, exercices et problèmes corrigés",Samir Khène,Presses internationales Polytechnique,2016,978-2-553-01703-2,"14,024.74",شراء
17/192,PHF/510/6,"Mécanique du solide, Cours, exercices et problèmes corrigés",Samir Khène,Presses internationales Polytechnique,2016,978-2-553-01703-2,"14,024.74",شراء
17/193,PHF/511/1,Physique PCSI,"Bauduin, Bars, Cousin, Josse",Dunod,2017,978-2-10-077299-5,"9,734.40",شراء
17/194,PHF/511/2,Physique PCSI,"Bauduin, Bars, Cousin, Josse",Dunod,2017,978-2-10-077299-5,"9,734.40",شراء
17/195,PHF/511/3,Physique PCSI,"Bauduin, Bars, Cousin, Josse",Dunod,2017,978-2-10-077299-5,"9,734.40",شراء
17/196,PHF/512/1,Physique Exercices incontournables MP-PT,Beury,Dunod,2017,978-2-10-076265-1,"5,468.16",شراء
17/197,PHF/512/2,Physique Exercices incontournables MP-PT,Beury,Dunod,2017,978-2-10-076265-1,"5,468.16",شراء
17/198,PHF/512/3,Physique Exercices incontournables MP-PT,Beury,Dunod,2017,978-2-10-076265-1,"5,468.16",شراء
17/199,PHF/513/1,Exercices résolus de résistance des matériaux : toute la RDM en 300 sujets,"Xiong, Youde",Eyrolles,2016,978-2-212-14319-5,"12,435.66",شراء
17/200,PHF/513/2,Exercices résolus de résistance des matériaux : toute la RDM en 300 sujets,"Xiong, Youde",Eyrolles,2016,978-2-212-14319-5,"12,435.66",شراء
17/201,PHF/513/3,Exercices résolus de résistance des matériaux : toute la RDM en 300 sujets,"Xiong, Youde",Eyrolles,2016,978-2-212-14319-5,"12,435.66",شراء
17/202,PHF/514/1,Initiation à la physique quantique : La matière et ses phénomènes,Valerio Scarani et Jean-Marc Lévy-Leblond,Vuibert,2016,978-2-311-40306-0,"3,360.00",شراء
17/203,PHF/514/2,Initiation à la physique quantique : La matière et ses phénomènes,Valerio Scarani et Jean-Marc Lévy-Leblond,Vuibert,2016,978-2-311-40306-0,"3,360.00",شراء
17/204,PHF/514/3,Initiation à la physique quantique : La matière et ses phénomènes,Valerio Scarani et Jean-Marc Lévy-Leblond,Vuibert,2016,978-2-311-40306-0,"3,360.00",شراء
17/205,PHF/515/1,Physique statistique - Cours et exercices corrigés,"Texier, Roux",Dunod,2017,978-2-10-074223-3,"8,736.00",شراء
17/206,PHF/515/2,Physique statistique - Cours et exercices corrigés,"Texier, Roux",Dunod,2017,978-2-10-074223-3,"8,736.00",شراء
17/207,PHF/515/3,Physique statistique - Cours et exercices corrigés,"Texier, Roux",Dunod,2017,978-2-10-074223-3,"8,736.00",شراء
17/208,INF/525/1,"Calcul scientifique, approximation numérique avec Matlab : programmation vectorisée, équations aux dérivées partielles : cours et exercices corrigés, niveau C", Jonas Koko,Ellipses,2015,9782340-004030,"8,147.18",شراء
17/209,INF/525/2,"Calcul scientifique, approximation numérique avec Matlab : programmation vectorisée, équations aux dérivées partielles : cours et exercices corrigés, niveau C", Jonas Koko,Ellipses,2015,9782340-004030,"8,147.18",شراء
17/210,MF/710/1,Introduction à la théorie des probabilités,"robert c,dalang",Presses polytechniques et universitaires romandes,2015,978-2-88915-148-6,"8,678.02",شراء
17/211,MF/710/2,Introduction à la théorie des probabilités,"robert c,dalang",Presses polytechniques et universitaires romandes,2015,978-2-88915-148-6,"8,678.02",شراء
17/212,MF/711/1,Introduction à l'algèbre linéaire et à ses applications 4e édition,Luc Amyotte et Carole Côté,Erpi,2015,978-2-7613-6089-0,"14,355.08",شراء
17/213,MF/711/2,Introduction à l'algèbre linéaire et à ses applications 4e édition,Luc Amyotte et Carole Côté,Erpi,2015,978-2-7613-6089-0,"14,355.08",شراء
17/214,MF/711/3,Introduction à l'algèbre linéaire et à ses applications 4e édition,Luc Amyotte et Carole Côté,Erpi,2015,978-2-7613-6089-0,"14,355.08",شراء
17/215,MF/711/4,Introduction à l'algèbre linéaire et à ses applications 4e édition,Luc Amyotte et Carole Côté,Erpi,2015,978-2-7613-6089-0,"14,355.08",شراء
17/216,MF/711/5,Introduction à l'algèbre linéaire et à ses applications 4e édition,Luc Amyotte et Carole Côté,Erpi,2015,978-2-7613-6089-0,"14,355.08",شراء
17/217,MF/711/6,Introduction à l'algèbre linéaire et à ses applications 4e édition,Luc Amyotte et Carole Côté,Erpi,2015,978-2-7613-6089-0,"14,355.08",شراء
17/218,MF/712/1,Mathématiques 2 et 3 : 24 sujets d'examens corrigés,Francis Maisonneuve,Presses de l'Ecole des Mines,2015,978-2-35671-230-1,"4,078.08",شراء
17/219,MF/712/2,Mathématiques 2 et 3 : 24 sujets d'examens corrigés,Francis Maisonneuve,Presses de l'Ecole des Mines,2015,978-2-35671-230-1,"4,078.08",شراء
17/220,MF/713/1,Mathématiques pour le DUT génie biologique : cours et exercices corrigés,Cédric Noël,Ellipses,2015,9782340-003682,"7,950.94",شراء
17/221,MF/713/2,Mathématiques pour le DUT génie biologique : cours et exercices corrigés,Cédric Noël,Ellipses,2015,9782340-003682,"7,950.94",شراء
17/222,MF/714/1,"Probabilités CPGE scientifiques, 1re-2e année : cours, exercices corrigés",Khanh Dao Duc,De Boeck,2015,978-2-8041-9390-4,"6,270.60",شراء
17/223,MF/714/2,"Probabilités CPGE scientifiques, 1re-2e année : cours, exercices corrigés",Khanh Dao Duc,De Boeck,2015,978-2-8041-9390-4,"6,270.60",شراء
17/224,MF/714/3,"Probabilités CPGE scientifiques, 1re-2e année : cours, exercices corrigés",Khanh Dao Duc,De Boeck,2015,978-2-8041-9390-4,"6,270.60",شراء
17/225,MF/715/1,"Toute la MPSI en fiches - Maths, Physique, Chimie",Daniel Fredon,Dunod,2015,978-2-10073-897-7,"3,860.50",شراء
17/226,MF/715/2,"Toute la MPSI en fiches - Maths, Physique, Chimie",Daniel Fredon,Dunod,2015,978-2-10073-897-7,"3,860.50",شراء
17/227,MF/716/1,Toute la PTSI (collection L'indispensable en Prépas),"MARTIN Jean-Claude, AUGIER David",Lavoisier,2015,978-2-7430-2073-6,"8,618.40",شراء
17/228,MF/716/2,Toute la PTSI (collection L'indispensable en Prépas),"MARTIN Jean-Claude, AUGIER David",Lavoisier,2015,978-2-7430-2073-6,"8,618.40",شراء
17/229,INF/526/1,100 questions pour comprendre et agir L'ingénierie systéme,Dominique Luzeaux,afnor,2015,978-2-12-465406-2,12900,شراء
17/230,INF/526/2,100 questions pour comprendre et agir L'ingénierie systéme,Dominique Luzeaux,afnor,2015,978-2-12-465406-2,12900,شراء
17/231,INF/527/1,Access 2007,Faithe Wempen,First,2014,978-2-7540-0393-3,7900,شراء
17/232,INF/527/2,Access 2007,Faithe Wempen,First,2014,978-2-7540-0393-3,7900,شراء
17/233,INF/527/3,Access 2007,Faithe Wempen,First,2014,978-2-7540-0393-3,7900,شراء
17/234,INF/527/4,Access 2007,Faithe Wempen,First,2014,978-2-7540-0393-3,7900,شراء
17/235,INF/527/5,Access 2007,Faithe Wempen,First,2014,978-2-7540-0393-3,7900,شراء
17/236,INF/527/6,Access 2007,Faithe Wempen,First,2014,978-2-7540-0393-3,7900,شراء
17/237,INF/528/1,Apprendre à développer avec JavaScript,ENI,"Gervais, Luc",2015,978-2-7460-8853-5,15600,شراء
17/238,INF/528/2,Apprendre à développer avec JavaScript,ENI,"Gervais, Luc",2015,978-2-7460-8853-5,15600,شراء
17/239,INF/529/1,"Apprenez à programmer en Java , la programmation professionnelle à la portée de tous",Cyrille Herby,OpenClassrooms,2015,979-10-90085-07-7,14400,شراء
17/240,INF/529/2,"Apprenez à programmer en Java , la programmation professionnelle à la portée de tous",Cyrille Herby,OpenClassrooms,2015,979-10-90085-07-7,14400,شراء
17/241,INF/529/3,"Apprenez à programmer en Java , la programmation professionnelle à la portée de tous",Cyrille Herby,OpenClassrooms,2015,979-10-90085-07-7,14400,شراء
17/242,INF/529/4,"Apprenez à programmer en Java , la programmation professionnelle à la portée de tous",Cyrille Herby,OpenClassrooms,2015,979-10-90085-07-7,14400,شراء
17/243,INF/530/1,ARCHITECTURE LOGICIELLE concevoir des applications simpeles sures et adaptables,Jacques Printz,Dunod,2015,978-2-10-057865-8,16600,شراء
17/244,INF/530/2,ARCHITECTURE LOGICIELLE concevoir des applications simpeles sures et adaptables,Jacques Printz,Dunod,2015,978-2-10-057865-8,16600,شراء
17/245,INF/530/3,ARCHITECTURE LOGICIELLE concevoir des applications simpeles sures et adaptables,Jacques Printz,Dunod,2015,978-2-10-057865-8,16600,شراء
17/246,INF/530/4,ARCHITECTURE LOGICIELLE concevoir des applications simpeles sures et adaptables,Jacques Printz,Dunod,2015,978-2-10-057865-8,16600,شراء
17/247,INF/531/1,ARCHTECTURE LOGICIELLE AVEC GCJ: GNU COMPILER FOR JAVA,Christophe ROUX,Le pingouin libéré,2014,978-2-84668-225-1,15900,شراء
17/248,INF/532/1,Cisco : configurez routeurs et commutateurs : exercices et corrigés,ENI,"Gabillaud, Jérôme",2015,978-2-7460-8855-9,14000,شراء
17/249,INF/532/2,Cisco : configurez routeurs et commutateurs : exercices et corrigés,ENI,"Gabillaud, Jérôme",2015,978-2-7460-8855-9,14000,شراء
17/250,INF/532/3,Cisco : configurez routeurs et commutateurs : exercices et corrigés,ENI,"Gabillaud, Jérôme",2015,978-2-7460-8855-9,14000,شراء
17/251,INF/532/4,Cisco : configurez routeurs et commutateurs : exercices et corrigés,ENI,"Gabillaud, Jérôme",2015,978-2-7460-8855-9,14000,شراء
17/252,INF/532/5,Cisco : configurez routeurs et commutateurs : exercices et corrigés,ENI,"Gabillaud, Jérôme",2015,978-2-7460-8855-9,14000,شراء
17/253,INF/532/6,Cisco : configurez routeurs et commutateurs : exercices et corrigés,ENI,"Gabillaud, Jérôme",2015,978-2-7460-8855-9,14000,شراء
17/254,INF/532/7,Cisco : configurez routeurs et commutateurs : exercices et corrigés,ENI,"Gabillaud, Jérôme",2015,978-2-7460-8855-9,14000,شراء
17/255,INF/533/1,Cisco : notions de base sur les réseaux : 1er module de préparation à la certification CCNA 200-120,"Legrand, Romain",ENI,2016,978-2-7460-9213-6,15200,شراء
17/256,INF/533/2,Cisco : notions de base sur les réseaux : 1er module de préparation à la certification CCNA 200-120,"Legrand, Romain",ENI,2016,978-2-7460-9213-6,15200,شراء
17/257,INF/533/3,Cisco : notions de base sur les réseaux : 1er module de préparation à la certification CCNA 200-120,"Legrand, Romain",ENI,2016,978-2-7460-9213-6,15200,شراء
17/258,INF/533/4,Cisco : notions de base sur les réseaux : 1er module de préparation à la certification CCNA 200-120,"Legrand, Romain",ENI,2016,978-2-7460-9213-6,15200,شراء
17/259,INF/533/5,Cisco : notions de base sur les réseaux : 1er module de préparation à la certification CCNA 200-120,"Legrand, Romain",ENI,2016,978-2-7460-9213-6,15200,شراء
17/260,INF/534/1,"Conception d'applications en Java-JEE : principes, patterns et architectures",Dunod,"Dordoigne, José",2015,978-2-10-071686-9,9400,شراء
17/261,INF/534/2,"Conception d'applications en Java-JEE : principes, patterns et architectures",Dunod,"Dordoigne, José",2015,978-2-10-071686-9,9400,شراء
17/262,INF/535/1,Exercices en Java,Claude Delannoy,Eyrolles,2016,978-2-212-14009-5,8500,شراء
17/263,INF/535/2,Exercices en Java,Claude Delannoy,Eyrolles,2016,978-2-212-14009-5,8500,شراء
17/264,INF/535/3,Exercices en Java,Claude Delannoy,Eyrolles,2016,978-2-212-14009-5,8500,شراء
17/265,INF/535/4,Exercices en Java,Claude Delannoy,Eyrolles,2016,978-2-212-14009-5,8500,شراء
17/266,INF/535/5,Exercices en Java,Claude Delannoy,Eyrolles,2016,978-2-212-14009-5,8500,شراء
17/267,INF/536/1,Fondements de la programmation : concepts et techniques,Ellipses,"Tartier, Annie",2015,9782340-000148,12500,شراء
17/268,INF/536/2,Fondements de la programmation : concepts et techniques,Ellipses,"Tartier, Annie",2015,9782340-000148,12500,شراء
17/269,MF/717/1,Mathématiques pour le futur ingénieur : rappels de cours & exercices corrigés,"Ouin, José",Ellipses,2014,978-2-7298-8399-7,"16,000.00",شراء
17/270,MF/717/2,Mathématiques pour le futur ingénieur : rappels de cours & exercices corrigés,"Ouin, José",Ellipses,2014,978-2-7298-8399-7,"16,000.00",شراء
17/271,INF/537/1,"Informatique : premiers pas en algorithmique : de l'énoncé à la solution, exercices analysés, corrigés et commentés",Ellipses,"Asselin de Beauville, Jean-Pierre",2015,9782340-001251,13500,شراء
17/272,INF/537/2,"Informatique : premiers pas en algorithmique : de l'énoncé à la solution, exercices analysés, corrigés et commentés",Ellipses,"Asselin de Beauville, Jean-Pierre",2015,9782340-001251,13500,شراء
17/273,INF/538/1,Informatique Bases de données SQL Systémes d'information MERISE Application à la gestion,E.Willems,BERTI,2014,9961-69-125-3,10000,شراء
17/274,INF/538/2,Informatique Bases de données SQL Systémes d'information MERISE Application à la gestion,E.Willems,BERTI,2014,9961-69-125-3,10000,شراء
17/275,INF/538/3,Informatique Bases de données SQL Systémes d'information MERISE Application à la gestion,E.Willems,BERTI,2014,9961-69-125-3,10000,شراء
17/276,INF/538/4,Informatique Bases de données SQL Systémes d'information MERISE Application à la gestion,E.Willems,BERTI,2014,9961-69-125-3,10000,شراء
17/277,INF/539/1,Informatique industrielle et réseaux en 20 fiches,Jean-François Hérold,Dunod,2014,978-2-10-053051-9,7900,شراء
17/278,INF/539/2,Informatique industrielle et réseaux en 20 fiches,Jean-François Hérold,Dunod,2014,978-2-10-053051-9,7900,شراء
17/279,INF/539/3,Informatique industrielle et réseaux en 20 fiches,Jean-François Hérold,Dunod,2014,978-2-10-053051-9,7900,شراء
17/280,INF/539/4,Informatique industrielle et réseaux en 20 fiches,Jean-François Hérold,Dunod,2014,978-2-10-053051-9,7900,شراء
17/281,INF/539/5,Informatique industrielle et réseaux en 20 fiches,Jean-François Hérold,Dunod,2014,978-2-10-053051-9,7900,شراء
17/282,INF/540/1,Informatique programmation et simulation en scilab,Arnaud Bégyn,ellipses,2015,978-2-7298-87759,14300,شراء
17/283,INF/540/2,Informatique programmation et simulation en scilab,Arnaud Bégyn,ellipses,2015,978-2-7298-87759,14300,شراء
17/284,INF/540/3,Informatique programmation et simulation en scilab,Arnaud Bégyn,ellipses,2015,978-2-7298-87759,14300,شراء
17/285,INF/540/4,Informatique programmation et simulation en scilab,Arnaud Bégyn,ellipses,2015,978-2-7298-87759,14300,شراء
17/286,INF/541/1,Initiation au logiciel R : premiers pas en analyse de données : survol théorique et applications avec Rcmdr et FactoMineR,Editions Academia,"Audibert, Laurent",2015,978-2-8061-0196-9,13000,شراء
17/287,INF/541/2,Initiation au logiciel R : premiers pas en analyse de données : survol théorique et applications avec Rcmdr et FactoMineR,Editions Academia,"Audibert, Laurent",2015,978-2-8061-0196-9,13000,شراء
17/288,INF/542/1,Les réseaux : administrez un réseau sous Windows ou sous Linux : exercices et corrigés,ENI,"Granet, Vincent (1959-....)",2015,978-2-7460-9107-8,14000,شراء
17/289,INF/542/2,Les réseaux : administrez un réseau sous Windows ou sous Linux : exercices et corrigés,ENI,"Granet, Vincent (1959-....)",2015,978-2-7460-9107-8,14000,شراء
17/290,INF/542/3,Les réseaux : administrez un réseau sous Windows ou sous Linux : exercices et corrigés,ENI,"Granet, Vincent (1959-....)",2015,978-2-7460-9107-8,14000,شراء
17/291,INF/542/4,Les réseaux : administrez un réseau sous Windows ou sous Linux : exercices et corrigés,ENI,"Granet, Vincent (1959-....)",2015,978-2-7460-9107-8,14000,شراء
17/292,INF/542/5,Les réseaux : administrez un réseau sous Windows ou sous Linux : exercices et corrigés,ENI,"Granet, Vincent (1959-....)",2015,978-2-7460-9107-8,14000,شراء
17/293,INF/543/1,Les réseaux avec Cisco : connaissances approfondies sur les réseaux,ENI,"Mocq, François",2015,978-2-7460-9263-1,15600,شراء
17/294,INF/543/2,Les réseaux avec Cisco : connaissances approfondies sur les réseaux,ENI,"Mocq, François",2015,978-2-7460-9263-1,15600,شراء
17/295,INF/544/1,Méthodes mathématiques pour l'informatique cour et exercices corrigés,Jacques Vélu ,Dunod,2014,978-2-10-059452-8,14700,شراء
17/296,INF/544/2,Méthodes mathématiques pour l'informatique cour et exercices corrigés,Jacques Vélu ,Dunod,2014,978-2-10-059452-8,14700,شراء
17/297,INF/545/1,MySQL 5.0,Sébastien Lecomte,First,2014,978-2-84427-664-4,9400,شراء
17/298,INF/545/2,MySQL 5.0,Sébastien Lecomte,First,2014,978-2-84427-664-4,9400,شراء
17/299,INF/545/3,MySQL 5.0,Sébastien Lecomte,First,2014,978-2-84427-664-4,9400,شراء
17/300,INF/545/4,MySQL 5.0,Sébastien Lecomte,First,2014,978-2-84427-664-4,9400,شراء
17/301,INF/545/5,MySQL 5.0,Sébastien Lecomte,First,2014,978-2-84427-664-4,9400,شراء
17/302,INF/545/6,MySQL 5.0,Sébastien Lecomte,First,2014,978-2-84427-664-4,9400,شراء
